age,race,sex,native-country
56,White,Male,Portugal
17,White,Male,United-States
30,White,Male,United-States
41,White,Female,United-States
26,White,Male,United-States
61,White,Male,United-States
50,White,Male,United-States
24,White,Male,United-States
44,White,Female,United-States
38,White,Female,United-States
61,Black,Female,United-States
25,White,Male,United-States
34,White,Male,United-States
38,White,Male,United-States
42,White,Male,United-States
17,Black,Male,United-States
48,White,Male,United-States
38,White,Male,United-States
52,White,Male,United-States
55,White,Female,United-States
41,White,Male,United-States
45,White,Female,United-States
49,Asian-Pac-Islander,Male,Laos
19,White,Male,United-States
39,White,Male,United-States
43,White,Male,United-States
42,White,Male,United-States
17,White,Male,United-States
30,Black,Female,United-States
61,White,Female,United-States
48,White,Male,United-States
60,White,Male,United-States
57,White,Male,United-States
27,White,Male,Mexico
24,White,Male,United-States
41,White,Male,United-States
42,White,Male,United-States
34,White,Female,United-States
22,Black,Female,United-States
47,White,Female,United-States
50,White,Male,United-States
30,White,Male,United-States
38,White,Male,United-States
31,White,Male,United-States
44,White,Female,United-States
34,White,Male,United-States
52,Black,Male,United-States
34,White,Male,United-States
31,White,Male,United-States
68,White,Female,United-States
22,White,Female,Mexico
42,White,Female,United-States
37,White,Male,United-States
36,White,Male,United-States
38,White,Female,United-States
72,White,Male,United-States
40,White,Male,Mexico
19,White,Male,United-States
55,White,Male,Hungary
30,White,Male,United-States
52,White,Female,United-States
29,White,Male,United-States
41,Black,Male,United-States
29,White,Female,United-States
24,White,Female,United-States
46,White,Male,United-States
44,White,Male,United-States
17,Black,Female,United-States
35,White,Female,United-States
38,White,Male,United-States
36,White,Male,United-States
24,White,Male,United-States
38,White,Male,United-States
19,White,Female,Honduras
30,White,Male,United-States
36,Amer-Indian-Eskimo,Male,United-States
27,White,Male,United-States
27,White,Male,United-States
66,White,Male,United-States
65,Black,Male,United-States
37,Black,Female,United-States
17,White,Male,United-States
19,White,Male,United-States
57,Black,Male,United-States
54,White,Female,United-States
21,White,Female,United-States
43,White,Male,United-States
50,White,Male,United-States
38,White,Male,United-States
31,White,Male,United-States
41,White,Female,United-States
20,White,Female,United-States
28,White,Female,United-States
62,White,Male,United-States
41,Black,Female,United-States
37,White,Male,United-States
53,White,Male,United-States
28,White,Male,United-States
23,White,Female,United-States
46,White,Male,United-States
28,White,Female,United-States
50,White,Female,United-States
19,White,Male,Mexico
84,Black,Male,United-States
48,White,Male,United-States
61,White,Female,United-States
44,White,Male,United-States
32,Asian-Pac-Islander,Female,South
25,White,Male,United-States
47,White,Female,United-States
19,White,Female,United-States
37,White,Male,United-States
28,Asian-Pac-Islander,Female,United-States
34,White,Female,United-States
32,White,Female,United-States
24,White,Male,United-States
22,Asian-Pac-Islander,Female,United-States
30,Black,Male,United-States
56,White,Male,United-States
30,White,Male,United-States
28,White,Female,United-States
40,White,Male,United-States
28,White,Male,United-States
39,White,Male,United-States
33,White,Male,United-States
23,Asian-Pac-Islander,Male,Dominican-Republic
32,White,Male,Ecuador
37,White,Male,United-States
71,Asian-Pac-Islander,Female,United-States
30,White,Male,United-States
20,White,Female,United-States
53,White,Male,United-States
42,White,Male,United-States
44,White,Male,United-States
26,White,Female,United-States
21,White,Female,United-States
37,Black,Female,United-States
36,White,Female,United-States
25,White,Female,United-States
54,White,Male,United-States
38,White,Male,United-States
29,White,Male,United-States
20,White,Male,United-States
32,White,Male,United-States
24,White,Male,United-States
59,White,Male,United-States
56,White,Male,United-States
40,White,Male,United-States
35,White,Male,United-States
38,White,Female,United-States
24,White,Female,United-States
30,White,Male,United-States
61,White,Male,United-States
36,White,Male,Mexico
20,Asian-Pac-Islander,Female,United-States
36,White,Female,United-States
45,White,Female,United-States
22,White,Female,United-States
31,White,Male,United-States
34,White,Male,United-States
24,White,Male,United-States
42,Black,Male,United-States
23,White,Male,United-States
46,White,Female,Germany
60,White,Male,Germany
40,Black,Female,United-States
55,White,Female,United-States
47,White,Male,United-States
28,White,Male,United-States
55,White,Male,United-States
47,White,Male,United-States
54,White,Male,United-States
32,White,Female,United-States
38,White,Male,United-States
61,White,Female,United-States
62,Asian-Pac-Islander,Male,South
29,White,Male,United-States
26,Black,Female,United-States
19,White,Male,United-States
40,White,Male,United-States
36,White,Male,United-States
42,White,Male,United-States
55,Asian-Pac-Islander,Female,Thailand
55,Black,Female,United-States
43,White,Male,United-States
39,White,Male,United-States
38,White,Male,United-States
28,White,Female,Mexico
36,White,Female,United-States
49,White,Male,United-States
41,Black,Female,United-States
60,White,Female,United-States
35,White,Male,United-States
36,White,Female,United-States
51,White,Male,United-States
23,White,Male,Guatemala
51,White,Male,United-States
17,White,Female,India
33,White,Male,United-States
50,White,Male,United-States
38,White,Male,United-States
18,White,Female,United-States
26,White,Male,United-States
21,White,Female,United-States
26,White,Male,United-States
30,White,Female,United-States
39,White,Female,United-States
33,Black,Male,United-States
42,White,Male,United-States
28,White,Female,United-States
20,White,Male,United-States
66,Black,Female,United-States
31,Asian-Pac-Islander,Male,India
36,White,Male,Canada
39,White,Male,United-States
52,White,Male,United-States
61,White,Male,Poland
27,White,Male,United-States
45,White,Female,United-States
21,Amer-Indian-Eskimo,Male,United-States
25,White,Female,United-States
24,White,Female,United-States
38,White,Male,Italy
51,White,Male,United-States
29,White,Female,United-States
45,White,Female,United-States
59,White,Male,United-States
41,White,Male,United-States
23,White,Female,United-States
43,White,Male,United-States
17,White,Male,United-States
32,White,Male,United-States
42,White,Male,United-States
68,White,Male,United-States
55,White,Male,United-States
43,White,Male,United-States
61,White,Male,United-States
28,White,Male,United-States
47,White,Female,United-States
21,White,Male,United-States
39,White,Male,United-States
39,White,Male,United-States
34,Black,Male,United-States
57,White,Male,United-States
27,Black,Male,United-States
21,Black,Female,United-States
25,White,Male,Mexico
51,White,Male,United-States
35,Black,Female,United-States
19,White,Male,United-States
27,White,Male,United-States
34,Black,Female,United-States
33,White,Female,United-States
36,White,Male,United-States
33,White,Male,United-States
60,White,Male,United-States
42,White,Male,United-States
47,Black,Female,United-States
42,White,Male,United-States
34,White,Male,United-States
21,White,Female,United-States
30,White,Male,United-States
53,White,Female,United-States
34,White,Male,Germany
37,White,Male,United-States
27,Black,Female,United-States
31,White,Male,United-States
30,White,Female,United-States
33,White,Male,United-States
41,White,Male,United-States
23,White,Male,United-States
65,White,Female,United-States
30,White,Female,United-States
51,White,Male,United-States
30,White,Male,United-States
49,White,Male,United-States
37,White,Male,United-States
42,White,Male,United-States
62,White,Female,United-States
67,White,Male,United-States
31,White,Male,United-States
50,White,Male,United-States
33,Asian-Pac-Islander,Male,India
27,White,Male,United-States
31,White,Male,Mexico
35,Amer-Indian-Eskimo,Male,United-States
55,White,Male,United-States
54,White,Female,United-States
56,White,Male,United-States
21,White,Female,United-States
66,White,Female,Germany
46,White,Male,United-States
23,White,Female,United-States
43,White,Female,United-States
40,White,Male,United-States
52,White,Male,Mexico
59,White,Male,United-States
36,Black,Female,United-States
33,White,Male,United-States
20,White,Male,United-States
21,White,Male,United-States
59,White,Female,United-States
42,White,Male,United-States
62,White,Female,United-States
54,White,Male,United-States
35,White,Female,United-States
36,White,Female,United-States
21,White,Female,United-States
30,White,Female,United-States
46,White,Male,United-States
32,Asian-Pac-Islander,Female,Laos
21,White,Male,United-States
39,White,Male,United-States
54,White,Female,United-States
32,White,Male,United-States
23,White,Male,United-States
42,White,Male,Italy
62,White,Female,United-States
28,White,Male,United-States
28,White,Male,United-States
35,White,Male,United-States
19,White,Female,United-States
27,Black,Male,United-States
54,White,Male,United-States
19,White,Female,United-States
27,White,Female,United-States
30,White,Male,?
35,White,Female,United-States
66,White,Male,United-States
19,White,Female,United-States
30,White,Male,United-States
32,White,Male,United-States
31,White,Female,United-States
26,Black,Male,United-States
44,White,Female,United-States
52,White,Male,United-States
30,White,Male,United-States
32,White,Female,United-States
19,White,Male,United-States
33,White,Male,United-States
20,White,Male,United-States
61,White,Male,United-States
33,Black,Female,United-States
24,White,Female,United-States
31,White,Male,United-States
20,White,Female,United-States
32,White,Female,United-States
29,White,Female,United-States
61,White,Male,United-States
48,White,Female,United-States
29,White,Female,United-States
61,Black,Male,United-States
34,Black,Male,?
22,White,Female,United-States
32,White,Male,United-States
38,White,Male,United-States
27,White,Female,United-States
26,Asian-Pac-Islander,Male,Hong
35,White,Male,United-States
62,White,Female,United-States
28,White,Female,United-States
50,Black,Male,United-States
34,White,Male,United-States
37,White,Male,United-States
63,White,Female,Portugal
35,Black,Male,United-States
55,White,Male,United-States
40,White,Female,United-States
25,Other,Male,United-States
51,White,Male,United-States
37,White,Male,United-States
54,White,Male,United-States
47,White,Male,United-States
26,White,Female,United-States
46,White,Male,United-States
24,White,Male,United-States
